Symbol,Fund Name,Asset Class,Assets,Stock Price,% Change,Volume,Holdings,Open,Low,High,Close,Premkt. Price,Premkt. Chg%,Premkt. Close,Afterhr. Price,Afterhr. Chg%,Afterhr. Close,Category,52W Low,52W High,Avg. Volume,Rel. Volume,Gap (%),Chg. Open (%),Exp. Ratio,Issuer,Index,Inception,PE Ratio,Beta (5Y),RSI,RSI (W),RSI (M),ATR,Div. ($),Last Div.,Div. Yield,Div. Growth,Years,Payout Ratio,Payout Freq.,Ex-Div Date,Payment Date,Exchange,Region,Country,Leverage,Options,Shares,Change 1M,Change 3M,Change 6M,Change YTD,Change 1Y,Change 3Y,Change 5Y,Change 10Y,Change 15Y,Change 20Y,Return 1M,Return 3M,Return 6M,Return YTD,Return 1Y,Return 3Y,Return 5Y,Return 10Y,Return 15Y,Return 20Y,CAGR 1Y,CAGR 3Y,CAGR 5Y,CAGR 10Y,CAGR 15Y,CAGR 20Y,52W Low Chg,52W High Chg,ATH,ATH Chg (%),ATH Date,ATL,ATL Chg (%),ATL Date,Tags,50 MA,200 MA,20 MA,150 MA,20MA Chg %,50MA Chg %,150MA Chg %,200MA Chg %,CUSIP Number,ISIN Number
DGIN,VanEck Digital India ETF,Equity,26755250,41.70,0.16%,4220,49,41.66,41.63,41.74,41.63,,,,,,,India Equity,36.00,47.81,10625,39.72%,0.07%,0.10%,0.76%,VanEck,MVIS Digital India,2022-02-15,34.32,0.71,28.12,41.89,58.03,0.55,0.09,0.09,0.21%,,,7.40%,Annual,2023-12-18,2023-12-22,NYSEARCA,Asia-Pacific,India,Long,Yes,625000,-7.35%,-5.57%,-0.94%,-5.99%,9.57%,,,,,,-7.35%,-5.57%,-0.94%,-5.99%,9.57%,,,,,,9.55%,,,,,,15.83%,-12.78%,47.81,-12.78%,2024-09-24,26.88,55.13%,2023-03-28,,44.34,42.26,43.66,43.70,-4.48%,-5.95%,-4.57%,-1.31%,92189H789,US92189H7897
ZHDG,Zega Buy & Hedge ETF,Asset Allocation,26734890,20.75,0.78%,688,15,20.86,20.75,20.86,20.59,,,,,,,Derivative Income,17.62,21.57,7582,9.07%,1.31%,-0.53%,1.00%,Tidal,,2021-07-06,27.70,0.77,56.19,56.09,60.77,0.29,0.53,0.53,2.54%,95.54%,1,70.20%,Annual,2024-12-24,,NYSEARCA,North America,United States,Long,Yes,1300000,-1.28%,0.01%,5.86%,2.22%,17.40%,4.38%,,,,,1.22%,2.55%,8.54%,2.22%,20.38%,12.54%,,,,,20.34%,4.01%,,,,,17.76%,-3.80%,22.58,-8.10%,2021-08-31,15.56,33.35%,2023-03-10,,20.93,19.87,20.46,20.28,1.40%,-0.84%,2.32%,4.42%,886364660,US8863646605
ALAI,Alger AI Enablers & Adopters ETF,Equity,26722800,28.56,2.73%,24088,0,28.38,28.38,28.63,27.80,,,,,,,Technology,18.45,28.63,12230,196.96%,2.09%,0.63%,0.55%,Alger,,2024-04-04,40.59,,65.78,71.13,,0.55,0.17,0.17,0.61%,,1,24.29%,,2024-12-18,,NYSEARCA,North America,United States,Long,No,1000000,7.59%,18.01%,32.88%,8.88%,,,,,,,7.59%,18.79%,33.76%,8.88%,,,,,,,,,,,,,54.80%,-0.24%,28.63,-0.24%,2025-01-22,18.45,54.80%,2024-04-19,artificial-intelligence,26.67,,27.01,23.79,5.75%,7.07%,20.05%,,015564503,US0155645031
PCIG,Polen Capital International Growth ETF,Equity,26715272,9.56,0.34%,1847,0,9.61,9.56,9.61,9.53,,,,,,,Foreign Large Growth,9.04,10.27,4613,40.69%,0.84%,-0.55%,0.85%,Polen,,2024-03-01,31.82,,62.10,50.12,,0.10,0.03,0.03,0.35%,,1,11.57%,,2024-12-27,,NYSEARCA,Global,,Long,No,2850000,2.99%,-2.18%,0.12%,4.68%,,,,,,,3.35%,-1.84%,0.47%,4.68%,,,,,,,,,,,,,5.72%,-6.94%,10.27,-6.94%,2024-03-18,9.04,5.72%,2025-01-13,,9.43,9.59,9.26,9.61,3.23%,1.39%,-0.55%,-0.38%,53700T736,US53700T7366
SPXV,ProShares S&P 500 Ex-Health Care ETF,Equity,26630074,66.06,0.90%,1034,443,66.07,66.06,66.07,65.47,,,,,,,Large Blend,51.13,66.24,1550,66.72%,0.92%,-0.02%,0.09%,ProShares,S&P 500 Ex-Health Care,2015-09-22,27.73,1.06,62.51,64.64,74.79,0.63,0.71,0.20,1.08%,11.50%,1,29.91%,Quarterly,2024-12-23,,NYSEARCA,North America,United States,Long,Yes,410002,2.64%,5.52%,12.71%,3.81%,29.45%,42.94%,90.82%,,,,2.95%,5.84%,13.39%,3.81%,30.99%,49.06%,105.04%,,,,30.92%,14.23%,15.44%,,,,29.19%,-0.28%,66.24,-0.25%,2024-12-16,19.17,244.67%,2016-01-15,,64.67,59.88,64.34,61.37,2.69%,2.17%,7.66%,10.34%,74347B565,US74347B5654
CRAK,VanEck Oil Refiners ETF,Equity,26520480,28.81,-1.23%,6436,30,29.12,28.81,29.12,29.17,,,,,,,Equity Energy,26.86,40.41,18028,35.70%,-0.17%,-1.06%,0.62%,VanEck,MVIS Global Oil Refiners,2015-08-18,6.23,1.03,47.84,35.10,40.35,0.39,1.54,1.54,5.34%,23.12%,3,33.22%,Annual,2024-12-23,,NYSEARCA,,,Long,Yes,900000,0.69%,-11.57%,-17.32%,4.75%,-13.15%,0.79%,4.09%,,,,6.41%,-6.55%,-12.63%,4.75%,-8.22%,13.92%,23.83%,,,,-8.20%,4.44%,4.37%,,,,7.27%,-28.70%,40.41,-28.70%,2024-04-08,13.80,108.77%,2020-03-18,,29.82,33.89,28.19,32.84,2.21%,-3.39%,-12.26%,-14.97%,92189F585,US92189F5851
NITE,Nightview Fund NITE,Equity,26491764,30.96,-0.23%,1110,0,31.07,30.96,31.20,31.03,,,,,,,Large Growth,22.21,31.89,4269,26.00%,0.13%,-0.35%,1.25%,The Nightview,,2024-06-21,26.21,,58.85,64.85,,0.50,,,,,,,,,,NYSEARCA,North America,United States,Long,No,800000,1.89%,17.81%,22.00%,3.65%,,,,,,,1.89%,17.81%,22.00%,3.65%,,,,,,,,,,,,,39.40%,-2.92%,31.89,-2.92%,2024-12-17,22.21,39.40%,2024-08-05,,29.91,,30.21,,2.47%,3.51%,,,14064D485,US14064D4850
KOCG,FIS Knights of Columbus Global Belief ETF,Equity,26490480,29.60,0.69%,180,85,29.60,29.60,29.60,29.40,,,,,,,Global Large-Stock Blend,23.59,29.60,352,50.41%,0.68%,,0.76%,Faith Investor Services,,2021-07-14,21.70,0.98,65.19,64.42,67.69,0.23,0.27,0.27,0.94%,-22.82%,,20.23%,Annual,2024-12-10,,NYSEARCA,Global,,Long,No,920000,4.08%,4.64%,11.56%,4.66%,26.12%,22.82%,,,,,4.08%,5.64%,12.63%,4.66%,27.32%,28.36%,,,,,27.26%,8.68%,,,,,25.48%,,29.60,,2025-01-22,18.56,59.53%,2022-10-12,,28.78,27.14,28.70,27.68,3.14%,2.84%,6.93%,9.08%,78433H105,US78433H1059
WFH,Direxion Work From Home ETF,Equity,26451666,67.91,1.07%,614,40,67.82,67.82,68.00,67.19,,,,,,,Technology,50.28,68.47,617,102.45%,0.94%,0.13%,0.45%,Direxion,Solactive Remote Work Index,2020-06-25,29.75,0.99,64.40,67.68,69.27,0.86,0.32,0.06,0.48%,-11.99%,,14.15%,Quarterly,2024-12-23,,NYSEARCA,,,Long,Yes,400001,3.31%,12.66%,24.30%,5.64%,23.47%,3.39%,,,,,3.40%,12.77%,24.60%,5.64%,24.17%,5.10%,,,,,24.11%,1.67%,,,,,35.06%,-0.82%,80.24,-15.37%,2021-09-03,38.56,76.11%,2022-11-04,,65.29,58.07,65.32,59.37,3.96%,4.02%,14.37%,16.95%,25460G773,US25460G7732
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Equity,26425680,112.11,-0.26%,173,87,112.11,112.11,112.11,112.40,,,,,,,Consumer Cyclical,96.78,119.15,696,25.05%,-0.26%,,0.29%,Invesco,S&P Small Cap 600 / Consumer Discretionary,2010-04-07,15.00,1.50,57.83,55.12,57.05,1.16,1.40,0.27,1.25%,23.74%,1,18.69%,Quarterly,2024-12-23,,NASDAQ,,,Long,Yes,240000,1.68%,4.08%,7.16%,2.92%,12.99%,15.06%,72.53%,126.49%,,,1.93%,4.34%,7.89%,2.92%,14.49%,19.89%,82.70%,153.01%,,,14.46%,6.23%,12.80%,9.73%,,,15.84%,-5.91%,126.08,-11.08%,2021-06-08,11.00,919.21%,2010-05-06,,112.10,106.44,109.42,107.63,2.46%,0.01%,4.17%,5.33%,46138E180,US46138E1800
JDVI,John Hancock Disciplined Value International Select ETF,Equity,26406562,26.43,3.27%,611,0,26.29,26.29,26.43,25.59,,,,,,,Foreign Large Value,24.40,28.86,2483,24.61%,2.74%,0.53%,0.69%,John Hancock,,2023-12-19,12.25,,61.00,47.72,,0.20,0.47,0.47,1.78%,,1,21.83%,,2024-12-27,,NYSEARCA,Global,,Long,No,1025000,3.11%,-4.73%,-4.72%,4.88%,6.11%,,,,,,5.03%,-2.95%,-2.95%,4.88%,8.08%,,,,,,8.06%,,,,,,8.32%,-8.42%,28.86,-8.41%,2024-09-26,24.40,8.32%,2024-02-13,,26.15,27.12,25.58,27.17,3.33%,1.08%,-2.72%,-2.54%,47804J727,US47804J7274
OGSP,Obra High Grade Structured Products ETF,Fixed Income,26368230,10.09,0.40%,7,0,10.07,10.07,10.09,10.05,,,,,,,Multisector Bond,9.98,10.21,264,2.61%,0.20%,0.20%,0.90%,Obra,,2024-04-09,,,52.03,49.79,,0.01,0.46,0.05,4.53%,,1,,Monthly,2024-12-30,,NYSEARCA,,,Long,No,2610000,,-0.25%,,0.40%,,,,,,,0.52%,1.33%,3.19%,0.40%,,,,,,,,,,,,,1.10%,-1.18%,10.21,-1.18%,2024-06-27,9.98,1.10%,2024-04-18,,10.08,,10.07,10.10,0.18%,0.09%,-0.10%,,84858T830,US84858T8302
PUSH,PGIM Ultra Short Municipal Bond ETF,Fixed Income,26340824,50.19,-0.03%,829,0,50.21,50.19,50.21,50.21,,,,50.21,0.05%,50.18,Muni National Short,49.97,50.69,12114,6.84%,,-0.04%,0.15%,PGIM,,2024-06-24,,,53.38,45.78,,0.03,0.93,0.15,1.86%,,1,,Monthly,2024-12-27,,NYSEARCA,North America,United States,Long,No,525000,0.01%,-0.29%,-0.30%,0.22%,,,,,,,0.30%,0.60%,1.57%,0.22%,,,,,,,,,,,,,0.44%,-0.99%,50.69,-0.99%,2024-09-23,49.97,0.44%,2025-01-03,,50.20,,50.14,,0.09%,-0.02%,,,69344A768,US69344A7688
SAEF,Schwab Ariel ESG ETF,Equity,26313600,27.62,-0.63%,3920,60,27.82,27.62,27.82,27.80,,,,27.60,-0.07%,27.62,Mid-Cap Blend,22.34,29.54,2652,148.47%,0.07%,-0.72%,0.59%,Charles Schwab,Russell 2500,2021-11-16,1.92,1.22,55.57,56.35,61.14,0.30,0.13,0.03,0.45%,15.74%,1,0.87%,Quarterly,2024-12-11,,NYSEARCA,North America,United States,Long,No,960000,2.15%,2.83%,10.46%,2.43%,22.60%,20.07%,,,,,2.15%,2.95%,10.69%,2.43%,23.20%,22.01%,,,,,23.15%,6.85%,,,,,23.63%,-6.50%,29.54,-6.50%,2024-11-25,17.92,54.15%,2022-10-13,,27.87,25.58,27.02,26.27,2.22%,-0.91%,5.13%,7.99%,808524664,US8085246648
SEPM,FT Vest U.S. Equity Max Buffer ETF - September,Equity,26285936,29.80,-0.13%,925,0,29.81,29.77,29.81,29.84,,,,,,,Defined Outcome,29.47,30.01,19160,5.20%,-0.10%,-0.03%,0.85%,First Trust,,2024-09-20,,,68.07,68.04,,0.08,,,,,,,,,,BATS,North America,United States,Long,No,875000,-0.09%,0.47%,,-0.11%,,,,,,,-0.09%,0.47%,,-0.11%,,,,,,,,,,,,,1.12%,-0.70%,30.14,-1.13%,2025-01-22,29.47,1.11%,2024-10-08,,29.86,,29.91,,-0.37%,-0.20%,,,33740U554,US33740U5544
XPND,First Trust Expanded Technology ETF,Equity,26255712,31.86,1.92%,13915,51,31.90,31.85,31.99,31.26,,,,,,,Technology,24.58,31.99,13940,103.73%,2.05%,-0.13%,0.65%,First Trust,,2021-06-14,37.37,1.23,63.94,64.17,74.62,0.41,0.04,0.03,0.12%,-11.90%,,4.34%,Semi-Annual,2024-12-13,,NYSEARCA,North America,United States,Long,Yes,850002,3.58%,8.43%,16.89%,4.77%,29.43%,59.58%,,,,,3.58%,8.53%,17.00%,4.77%,29.59%,60.65%,,,,,29.52%,17.11%,,,,,29.62%,-0.41%,31.99,-0.41%,2025-01-22,14.29,122.95%,2022-10-13,,30.74,28.29,30.73,28.99,3.69%,3.64%,9.91%,12.62%,33740U851,US33740U8514
NJUN,Innovator Growth-100 Power Buffer ETF - June,Equity,26207460,27.78,0.48%,200,0,27.76,27.73,27.78,27.64,,,,,,,Defined Outcome,24.19,27.78,3814,5.24%,0.43%,0.05%,0.79%,Innovator,NASDAQ 100 Index,2024-06-03,,,64.89,69.46,,0.13,,,,,,,,,,BATS,,,Long,No,950000,1.16%,3.49%,6.99%,1.30%,,,,,,,1.16%,3.49%,6.99%,1.30%,,,,,,,,,,,,,14.82%,-0.02%,27.78,-0.68%,2025-01-22,24.19,14.03%,2024-08-05,,27.28,,27.40,26.45,0.68%,1.11%,4.28%,,45783Y269,US45783Y2697
FTDS,First Trust Dividend Strength ETF,Equity,26179104,52.40,-0.67%,2246,51,52.63,52.35,52.63,52.75,,,,,,,Mid-Cap Value,45.31,55.33,2133,106.31%,-0.23%,-0.45%,0.70%,First Trust,The Dividend Strength Index,2006-12-06,14.15,1.12,57.66,53.79,58.53,0.44,1.04,0.34,1.99%,3.90%,3,28.07%,Quarterly,2024-12-13,,NASDAQ,North America,United States,Long,No,500002,4.05%,-1.01%,4.58%,3.65%,15.18%,11.10%,42.44%,105.45%,204.45%,,4.05%,-0.36%,5.73%,3.65%,17.55%,18.76%,55.38%,136.28%,274.44%,,17.52%,5.90%,9.21%,8.98%,9.20%,,15.64%,-5.30%,55.33,-5.30%,2024-11-25,9.89,429.78%,2009-03-09,,52.63,50.81,51.06,51.44,2.61%,-0.44%,1.86%,3.13%,33733E708,US33733E7085
AVEE,Avantis Emerging Markets Small Cap Equity ETF,Equity,26174100,53.09,0.01%,2815,2010,53.17,53.08,53.22,53.08,,,,53.15,0.11%,53.09,Diversified Emerging Mkts,50.16,60.08,5213,54.00%,0.17%,-0.15%,0.42%,American Century Investments,,2023-11-07,12.29,,46.41,42.62,51.80,0.53,1.74,1.30,3.27%,,2,40.12%,Semi-Annual,2024-12-17,,NYSEARCA,Emerging Markets,,Long,No,500000,-1.19%,-7.37%,-3.98%,-0.40%,5.10%,,,,,,-1.19%,-5.17%,-1.70%,-0.40%,8.45%,,,,,,8.43%,,,,,,5.84%,-11.64%,60.08,-11.63%,2024-10-02,49.81,6.58%,2023-11-10,,54.61,55.45,52.95,55.68,0.27%,-2.79%,-4.65%,-4.25%,025072141,US0250721414
FSGS,First Trust SMID Growth Strength ETF,Equity,26159662,31.37,-0.13%,2784,0,31.25,31.25,31.37,31.41,,,,,,,Small Value,26.72,32.96,2857,102.13%,-0.51%,0.38%,0.60%,First Trust,SMID Growth Strength Index,2017-06-20,19.70,1.16,63.12,56.99,57.68,0.38,0.80,0.39,2.56%,22.00%,4,50.48%,Quarterly,2024-12-13,,NASDAQ,,,Long,No,850002,5.16%,5.04%,6.69%,5.57%,13.13%,11.56%,41.14%,,,,5.16%,6.36%,8.52%,5.57%,16.23%,19.76%,56.04%,,,,16.19%,6.19%,9.30%,,,,17.40%,-4.82%,32.98,-4.88%,2021-12-23,12.64,148.18%,2020-03-23,,31.09,29.32,30.14,29.83,4.07%,0.89%,5.16%,6.99%,33738R746,US33738R7465
QPX,AdvisorShares Q Dynamic Growth ETF,Asset Allocation,26151120,36.87,0.66%,3779,7,37.05,36.87,37.05,36.63,,,,,,,Large Blend,30.53,37.43,3875,98.73%,1.15%,-0.49%,1.64%,AdvisorShares,,2020-12-28,30.33,1.08,58.46,59.89,70.35,0.38,,,,,,,,,,NYSEARCA,,,Long,Yes,720000,1.48%,3.71%,8.92%,2.80%,19.77%,36.45%,,,,,1.48%,3.71%,8.92%,2.80%,19.77%,36.45%,,,,,19.73%,10.91%,,,,,20.77%,-1.50%,37.43,-1.50%,2024-12-16,20.24,82.15%,2022-10-14,,36.39,34.31,36.21,35.03,1.81%,1.32%,5.26%,7.46%,00768Y438,US00768Y4382
BTGD,STKD Bitcoin & Gold ETF,Asset Allocation,26120416,30.75,-1.35%,18836,0,30.84,30.58,30.90,31.17,,,,,,,Digital Assets,19.80,31.56,39875,47.27%,-1.06%,-0.29%,1.00%,Stacked,,2024-10-15,,,61.44,74.88,,1.22,0.05,0.05,0.16%,,1,,,2024-12-23,,NASDAQ,,,2X Long,No,850000,11.66%,49.15%,,16.65%,,,,,,,11.87%,49.43%,,16.65%,,,,,,,,,,,,,55.30%,-2.57%,31.56,-2.57%,2025-01-21,19.80,55.30%,2024-10-23,"bitcoin, crypto",27.82,,28.04,,9.68%,10.54%,,,88636R834,US88636R8346
OVLH,Overlay Shares Hedged Large Cap Equity ETF,Equity,26068000,34.84,0.55%,6202,9,34.87,34.84,34.87,34.65,,,,,,,Large Blend,29.01,35.21,22521,27.64%,0.63%,-0.09%,0.93%,Liquid Strategies,,2021-01-14,27.02,0.75,59.60,62.15,71.21,0.22,0.24,0.24,0.70%,21.83%,3,18.72%,Annual,2023-12-27,2023-12-29,BATS,North America,United States,Long,Yes,760000,0.96%,2.00%,7.40%,2.09%,19.29%,24.85%,,,,,1.28%,2.32%,7.73%,2.09%,19.66%,27.29%,,,,,19.62%,8.37%,,,,,20.10%,-1.05%,35.21,-1.05%,2024-12-11,23.76,46.63%,2022-10-13,,34.61,32.90,34.38,33.54,1.33%,0.65%,3.88%,5.90%,53656F581,US53656F5816
DMX,DoubleLine Multi-Sector Income ETF,Fixed Income,26041650,50.31,-0.08%,3400,0,50.33,50.31,50.33,50.35,,,,,,,Multisector Bond,49.79,50.47,2831,120.09%,-0.04%,-0.05%,0.49%,DoubleLine,,2024-11-29,,,54.84,,,0.09,0.21,0.21,0.42%,,1,,,2024-12-23,,NYSEARCA,North America,United States,Long,No,520001,0.37%,,,0.64%,,,,,,,0.79%,,,0.64%,,,,,,,,,,,,,1.03%,-0.33%,50.47,-0.24%,2025-01-16,49.79,1.12%,2024-12-24,,,,50.11,,0.47%,,,,25861R709,US25861R7098
TTEQ,T. Rowe Price Technology ETF,Equity,26036550,27.53,1.61%,6884,0,27.35,27.35,27.58,27.09,,,,,,,Technology,24.64,28.00,13032,52.83%,0.96%,0.64%,0.63%,T. Rowe Price,,2024-10-23,41.52,,61.76,,,0.45,,,,,,,,,,NASDAQ,,,Long,No,975000,3.61%,,,5.17%,,,,,,,3.61%,,,5.17%,,,,,,,,,,,,,11.71%,-1.70%,28.00,-1.70%,2024-10-24,24.64,11.71%,2024-10-31,,26.43,,26.62,,3.40%,4.13%,,,87283Q792,US87283Q7925
NJNK,Columbia U.S. High Yield ETF,Fixed Income,25973698,20.07,0.55%,12,0,19.96,19.96,20.07,19.96,,,,,,,High Yield Bond,19.77,20.32,108,7.19%,,0.55%,0.46%,Columbia Threadneedle,,2024-09-05,,,58.33,49.14,,0.05,0.41,0.11,2.02%,,1,,Monthly,2024-12-27,,NYSEARCA,North America,United States,Long,No,1300050,0.79%,0.05%,,1.26%,,,,,,,1.33%,1.65%,,1.26%,,,,,,,,,,,,,1.52%,-1.23%,20.32,-1.23%,2024-09-18,19.77,1.54%,2025-01-13,,20.00,,19.90,,0.87%,0.33%,,,19761L839,US19761L8393
COWS,Amplify Cash Flow Dividend Leaders ETF,Equity,25899846,30.37,-0.62%,4246,52,30.45,30.37,30.55,30.56,,,,,,,Mid-Cap Value,26.35,32.26,7067,60.08%,-0.36%,-0.26%,,Amplify Investments,Kelly US Cash Flow Dividend Leaders Index,2023-09-13,11.99,,56.34,54.69,67.06,0.29,0.62,0.08,2.03%,,2,24.14%,Monthly,2024-12-27,,NASDAQ,North America,United States,Long,Yes,860000,3.31%,2.09%,5.27%,2.91%,15.34%,,,,,,3.58%,2.66%,6.40%,2.91%,17.82%,,,,,,17.78%,,,,,,15.26%,-5.86%,32.26,-5.86%,2024-11-25,23.00,32.03%,2023-10-27,,30.49,29.24,29.78,29.48,1.99%,-0.37%,3.02%,3.87%,032108698,US0321086987
FLGR,Franklin FTSE Germany ETF,Equity,25830000,26.75,0.51%,1758,70,26.81,26.75,26.81,26.61,,,,,,,Miscellaneous Region,22.47,26.81,4066,43.50%,0.75%,-0.22%,0.09%,Franklin Templeton,FTSE Germany RIC Capped Index,2017-11-02,17.87,1.13,69.05,61.44,60.94,0.30,0.60,0.60,2.24%,-22.41%,,40.02%,Annual,2024-06-21,2024-06-28,NYSEARCA,Europe,Germany,Long,No,1000000,6.32%,3.48%,10.17%,7.09%,18.57%,6.88%,15.63%,,,,6.32%,3.48%,10.17%,7.09%,21.57%,17.08%,33.70%,,,,21.52%,5.40%,5.98%,,,,19.05%,-0.22%,28.38,-5.73%,2021-06-07,13.60,96.69%,2020-03-18,,25.37,25.02,25.44,25.13,5.15%,5.45%,6.45%,6.94%,35473P785,US35473P7859
UJB,ProShares Ultra High Yield,Fixed Income,25787964,73.93,-0.11%,8579,7,73.97,73.78,73.97,74.01,,,,73.78,-0.20%,73.93,Trading--Leveraged Debt,65.73,74.97,29708,29.20%,-0.05%,-0.05%,0.95%,ProShares,iBoxx USD Liquid High Yield Index,2011-04-13,,0.88,56.92,56.29,59.67,0.42,2.18,0.55,2.95%,-18.28%,,,Quarterly,2024-12-23,2024-12-31,NYSEARCA,,,2X Long,No,350000,1.46%,1.01%,5.17%,2.24%,9.62%,-2.61%,1.19%,31.20%,,,2.24%,1.78%,7.05%,2.24%,13.02%,4.84%,12.98%,70.78%,,,12.99%,1.59%,2.47%,5.50%,,,12.48%,-1.39%,80.18,-7.80%,2022-01-10,30.68,140.97%,2011-10-04,,73.45,71.33,72.80,72.45,1.55%,0.65%,2.04%,3.64%,74348A707,US74348A7072
HDG,ProShares Hedge Replication ETF,Alternatives,25641180,49.83,0.03%,2219,1979,49.89,49.83,49.89,49.82,,,,,,,Multistrategy,48.03,50.70,2079,107.36%,0.14%,-0.11%,0.95%,ProShares,ICE BofAML Factor Model - Exchange Series,2011-07-12,17.62,0.34,56.06,51.69,55.14,0.16,1.73,0.51,3.47%,2.25%,3,61.13%,Quarterly,2024-12-23,2024-12-31,NYSEARCA,,,Long,Yes,515000,0.13%,-0.12%,0.40%,0.92%,3.84%,0.04%,6.01%,17.95%,,,1.16%,0.90%,2.30%,0.92%,7.55%,7.73%,14.27%,29.21%,,,7.53%,2.51%,2.70%,2.60%,,,3.76%,-1.71%,53.46,-6.78%,2021-07-06,36.18,37.74%,2011-10-04,,49.96,49.56,49.48,49.70,0.72%,-0.25%,0.28%,0.54%,74347X294,US74347X2945
XIMR,FT Vest U.S. Equity Buffer & Premium Income ETF - March,Equity,25634462,31.09,,1900,0,,,,,,,,,,,Defined Outcome,30.42,31.30,2223,82.84%,,,0.85%,First Trust,,2024-03-18,,,55.19,50.62,,0.07,1.56,0.17,5.01%,,1,,Monthly,2025-01-02,,BATS,North America,United States,Long,No,825000,0.10%,-0.10%,0.09%,-0.19%,,,,,,,0.65%,1.59%,3.49%,0.36%,,,,,,,,,,,,,,,31.30,-0.67%,2024-09-27,30.42,2.19%,2024-08-05,,31.08,31.04,31.06,31.07,0.09%,0.04%,0.07%,0.16%,33740U620,US33740U6203
MMCA,NYLI MacKay California Muni Intermediate ETF,Fixed Income,25581600,21.38,-0.05%,11313,54,21.42,21.38,21.47,21.39,,,,,,,Muni California Intermediate,21.20,21.87,3984,283.99%,0.14%,-0.19%,0.37%,New York Life Investments,,2021-12-21,,0.32,47.53,42.64,39.18,0.05,0.78,0.05,3.66%,0.39%,4,,Monthly,2024-12-30,,NYSEARCA,,,Long,No,1200000,-0.11%,-1.02%,-0.88%,0.08%,-1.47%,-13.14%,,,,,0.12%,-0.20%,0.86%,0.08%,2.15%,-3.93%,,,,,2.15%,-1.33%,,,,,0.85%,-2.24%,25.05,-14.65%,2021-12-21,20.50,4.29%,2023-11-01,,21.49,21.54,21.36,21.57,0.08%,-0.49%,-0.89%,-0.75%,45409F777,US45409F7776
FEBT,AllianzIM U.S. Large Cap Buffer10 Feb ETF,Equity,25559324,34.10,-0.04%,788,5,34.11,34.10,34.12,34.11,,,,,,,Defined Outcome,29.15,34.14,21545,3.66%,,-0.03%,0.74%,Allianz,,2023-01-31,27.41,,68.60,73.18,82.20,0.07,,0.10,,,1,,,,2024-01-19,NYSEARCA,North America,United States,Long,No,1500000,1.08%,2.63%,6.39%,0.89%,16.60%,,,,,,1.08%,2.63%,6.39%,0.89%,16.60%,,,,,,16.57%,,,,,,16.98%,-0.12%,34.14,-0.12%,2025-01-21,24.01,42.02%,2023-03-10,,33.78,32.40,33.92,32.89,0.51%,0.95%,3.67%,5.25%,00888H828,US00888H8280
NNOV,Innovator Growth-100 Power Buffer ETF - November,Equity,25492252,26.23,0.27%,820,0,26.10,26.10,26.23,26.16,,,,,,,Defined Outcome,25.04,26.26,11971,6.61%,-0.23%,0.48%,0.79%,Innovator,,2024-10-31,,,64.26,,,0.15,,,,,,,,,,BATS,,,Long,No,975000,1.36%,,,1.61%,,,,,,,1.36%,,,1.61%,,,,,,,,,,,,,4.73%,-0.13%,26.38,-0.59%,2025-01-22,25.04,4.73%,2024-11-01,,25.88,,25.98,,0.95%,1.35%,,,45784N874,US45784N8746
XFEB,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - February,Equity,25481290,32.91,0.12%,2400,0,32.85,32.85,32.91,32.87,,,,,,,Defined Outcome,29.84,32.91,52111,4.56%,-0.06%,0.18%,0.85%,First Trust,,2024-02-16,,,74.41,76.82,,0.06,,,,,,,,,,BATS,North America,United States,Long,No,775000,0.86%,2.02%,4.71%,0.55%,,,,,,,0.86%,2.02%,4.71%,0.55%,,,,,,,,,,,,,10.29%,,32.92,-0.02%,2025-01-22,29.84,10.27%,2024-02-21,,32.65,31.70,32.78,32.05,0.40%,0.79%,2.70%,3.83%,33740U638,US33740U6385
JRE,Janus Henderson U.S. Real Estate ETF,Equity,25445274,23.73,-1.79%,399,28,23.79,23.73,23.79,24.16,,,,23.72,-0.04%,23.73,Real Estate,20.52,26.86,710,53.19%,-1.53%,-0.25%,0.65%,Janus Henderson,,2021-06-22,32.47,1.05,46.18,45.75,50.74,0.28,0.53,0.35,2.18%,-16.08%,,70.81%,Quarterly,2024-12-20,,NYSEARCA,North America,United States,Long,No,1075001,0.05%,-6.92%,0.85%,-0.76%,7.23%,-10.14%,,,,,0.05%,-5.53%,2.71%,-0.76%,9.61%,-2.75%,,,,,9.59%,-0.92%,,,,,15.64%,-11.65%,29.02,-18.23%,2021-12-31,18.89,25.62%,2023-10-30,,24.63,23.76,23.64,24.54,0.38%,-3.66%,-3.28%,-0.11%,47103U829,US47103U8291
